"BHK","Rent","Size","Current_floor","Total_floor","Area_type","Area_locality","City","Furnishing_status","Tenant_preferred","Bathroom","Contact"
3,17000,1100,1,3,"Carpet","Anjanapura","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner"
2,15000,920,4,4,"Super","Yelahanka","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner"
1,8200,750,2,4,"Super","Aecs Layout-Singasandra, Singasandra, Hosur Road","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner"
1,8500,300,2,3,"Super","Bommanahalli","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner"
3,20000,1660,1,3,"Carpet","Doddathoguru, Electronic City","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner"
1,8000,400,2,3,"Super","Vimanapura, Airport Road","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner"
2,20000,300,1,3,"Super","Nagarathpete","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner"
1,11500,300,1,2,"Carpet","Cooke Town, Cooke Town","Bangalore","Unfurnished","Bachelors",1,"Owner"
3,30000,2000,3,3,"Carpet","Jakkur Plantation, Jakkuru, Bellary Road","Bangalore","Furnished","Bachelors/Family",2,"Owner"
3,22000,1200,4,4,"Carpet","Doddakammanahalli","Bangalore","Semi-Furnished","Bachelors",3,"Owner"
1,6500,300,2,3,"Super","Hebbal","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner"
1,6500,700,0,1,"Super","Hosakerehalli","Bangalore","Unfurnished","Bachelors/Family",1,"Owner"
2,16000,850,0,2,"Super","Jp Nagar Phase 1, J P Nagar","Bangalore","Semi-Furnished","Bachelors/Family",3,"Owner"
1,24000,700,7,7,"Carpet","Domlur, Domlur","Bangalore","Furnished","Bachelors/Family",1,"Agent"
1,15000,455,2,4,"Carpet","Murugeshpalya, Airport Road","Bangalore","Semi-Furnished","Bachelors/Family",1,"Agent"
2,18000,1000,0,4,"Carpet","Sai Colony, Krishnarajapura","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner"
1,8500,600,1,2,"Super","Shivaji Nagar","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner"
1,4000,250,0,2,"Super","Vijayanagar","Bangalore","Unfurnished","Bachelors/Family",1,"Owner"
1,5000,400,1,2,"Super","T Dasarahalli","Bangalore","Unfurnished","Bachelors/Family",1,"Owner"
2,22000,1200,3,5,"Carpet","Mahadevapura","Bangalore","Semi-Furnished","Bachelors/Family",2,"Agent"
1,12000,500,2,5,"Carpet","Electronics City Phase 1, Electronic City","Bangalore","Semi-Furnished","Bachelors",1,"Owner"
1,9000,350,2,3,"Super","Btm Layout","Bangalore","Unfurnished","Bachelors/Family",1,"Owner"
2,7500,1100,0,3,"Super","Vinayak Nagar, Kattigenahalli","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner"
2,30000,1650,2,3,"Super","Ganga Nagar","Bangalore","Unfurnished","Bachelors/Family",3,"Owner"
4,14000,1000,0,4,"Super","Electronic City Phase 2, Electronic City","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner"
2,9250,500,2,3,"Super","Banashankari","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner"
1,13000,700,1,5,"Super","Gh society","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner"
2,12000,1200,0,5,"Super","Vijayanagar","Bangalore","Unfurnished","Bachelors/Family",2,"Owner"
1,12000,600,1,2,"Super","Wilson Garden","Bangalore","Unfurnished","Bachelors/Family",1,"Owner"
2,10000,925,2,5,"Super","Electronic City","Bangalore","Unfurnished","Bachelors/Family",2,"Owner"
3,60000,2400,0,8,"Carpet","Koramangala","Bangalore","Semi-Furnished","Bachelors",3,"Agent"
3,35000,1500,1,9,"Carpet","Hebbal","Bangalore","Semi-Furnished","Bachelors/Family",3,"Agent"
2,12000,600,0,4,"Super","Dooravani Nagar, Dooravani Nagar","Bangalore","Unfurnished","Bachelors/Family",2,"Owner"
1,14000,435,3,5,"Carpet","Murugeshpalya, Airport Road","Bangalore","Semi-Furnished","Bachelors/Family",1,"Agent"
1,8000,650,0,1,"Carpet","Srinivasa Nagar-Banashankari, Banashankari","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner"
2,11000,700,0,2,"Carpet","Uttarahalli","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner"
2,20000,890,5,12,"Carpet","Yelahanka","Bangalore","Semi-Furnished","Bachelors/Family",2,"Agent"
1,12500,600,3,4,"Super","Hbr Layout","Bangalore","Furnished","Bachelors/Family",1,"Owner"
2,35000,1250,3,4,"Carpet","Cunningham Road","Bangalore","Semi-Furnished","Bachelors/Family",2,"Agent"
3,26000,1350,2,5,"Carpet","Mahadevapura","Bangalore","Semi-Furnished","Bachelors/Family",2,"Agent"
3,85000,2600,8,18,"Carpet","Hebbal","Bangalore","Semi-Furnished","Family",4,"Agent"
1,14000,440,2,5,"Carpet","Murugeshpalya, Airport Road","Bangalore","Semi-Furnished","Bachelors/Family",1,"Agent"
2,22000,1150,1,4,"Carpet","Electronic City","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner"
1,7000,450,2,4,"Super","Electronic City Phase 2, Electronic City","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner"
2,16000,1150,3,5,"Super","Nri Layout","Bangalore","Furnished","Bachelors/Family",2,"Owner"
2,11000,600,2,5,"Carpet","Gottigere","Bangalore","Unfurnished","Bachelors",1,"Owner"
2,20000,980,4,12,"Carpet","Yelahanka","Bangalore","Semi-Furnished","Family",2,"Agent"
3,60000,1850,3,3,"Carpet","Halasuru","Bangalore","Furnished","Bachelors/Family",3,"Owner"
2,5000,625,1,3,"Carpet","Kadabagere","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner"
1,4000,100,2,3,"Super","Itc Colony, Maruthi Sevanagar","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner"
2,15000,1200,1,1,"Carpet","Varthur","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner"
3,18000,1200,0,4,"Carpet","Bagalakunte","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner"
2,12000,1080,1,2,"Carpet","Punyabhoomi Layout","Bangalore","Semi-Furnished","Bachelors",1,"Owner"
1,8500,700,1,3,"Super","Amrutahalli","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner"
2,11000,800,0,1,"Super","Panduranga Nagar, bannerghatta main Road","Bangalore","Unfurnished","Bachelors/Family",2,"Owner"
3,42000,1880,14,14,"Super","whitefield","Bangalore","Semi-Furnished","Family",2,"Owner"
2,25000,1305,1,8,"Super","Jakkur","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner"
1,8500,600,3,5,"Super","Sahakara Nagar","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner"
2,12500,950,2,8,"Super","Yelahanka Dodda Ballapur Road","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner"
2,18000,1188,0,4,"Super","Hegde Nagar, R.K.Hegde Nagar","Bangalore","Unfurnished","Bachelors/Family",2,"Owner"
1,6000,500,2,3,"Super","Vijayanagar","Bangalore","Unfurnished","Bachelors/Family",1,"Owner"
2,9000,875,0,1,"Super","Kereguddadahalli, chikkabanavara Bangalore","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner"
3,54000,2100,3,4,"Carpet","Wilson garden Bangalore","Bangalore","Unfurnished","Bachelors",3,"Agent"
3,22000,1200,2,4,"Super","Annapurneshwari Nagar","Bangalore","Furnished","Bachelors/Family",2,"Owner"
3,120000,2390,3,17,"Super","Rajajinagar","Bangalore","Semi-Furnished","Bachelors/Family",3,"Owner"
1,7000,600,1,3,"Super","Ramamurthy Nagar","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner"
2,28000,1150,1,2,"Carpet","Hrbr Layout Block 2, Kalyan Nagar, Outer Ring Road","Bangalore","Semi-Furnished","Family",2,"Agent"
3,55000,1788,0,1,"Carpet","Koramangala Block 4","Bangalore","Semi-Furnished","Family",3,"Agent"
2,19000,1250,3,3,"Super","Electronic City","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner"
1,11000,600,4,5,"Carpet","Mahadevapura","Bangalore","Semi-Furnished","Bachelors/Family",1,"Agent"
3,18000,1600,2,4,"Super","Vimanapura, Airport Road","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner"
3,70000,1520,23,25,"Carpet","Sena Vihar, Kammanahalli","Bangalore","Semi-Furnished","Bachelors/Family",4,"Agent"
1,12000,550,1,3,"Carpet","Koramangala","Bangalore","Semi-Furnished","Bachelors",1,"Agent"
2,18000,1100,2,4,"Super","K R Puram","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner"
2,30000,1100,2,5,"Carpet","Hsr Layout","Bangalore","Semi-Furnished","Bachelors/Family",2,"Agent"
2,10000,1100,0,3,"Super","Chikkabanavara","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner"
1,6000,400,1,3,"Super","Nandini Layout","Bangalore","Unfurnished","Bachelors/Family",1,"Owner"
1,4500,300,3,3,"Super","Virat Nagar, Bommanahalli","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner"
1,8000,500,0,3,"Super","Rajarajeshwari Nagar","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner"
2,20000,1100,3,4,"Carpet","Hennur Main Road","Bangalore","Furnished","Bachelors",2,"Agent"
2,17500,1000,1,3,"Carpet","Dodda Banaswadi, Banaswadi","Bangalore","Unfurnished","Family",2,"Owner"
2,22000,850,0,4,"Super","Jp Nagar Phase 5, J P Nagar, Outer Ring Road","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner"
2,17000,1020,2,5,"Super","Bommanahalli","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner"
2,22000,1250,1,1,"Super","Kammanahalli","Bangalore","Unfurnished","Bachelors",2,"Owner"
3,24000,1400,2,4,"Super","Jalahalli, Jalahalli, Outer Ring Road","Bangalore","Semi-Furnished","Bachelors/Family",3,"Owner"
1,12000,600,1,3,"Super","Koramangala","Bangalore","Unfurnished","Bachelors/Family",1,"Owner"
1,4500,200,4,5,"Super","T Dasarahalli","Bangalore","Unfurnished","Bachelors/Family",1,"Owner"
1,5000,300,0,3,"Super","Basaveshvara Nagar","Bangalore","Unfurnished","Bachelors/Family",1,"Owner"
1,6000,400,1,3,"Super","Vyalikaval, Malleshwaram","Bangalore","Furnished","Bachelors/Family",1,"Owner"
1,11000,450,3,4,"Super","Rajamahal Guttahalli","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner"
2,20000,1180,1,4,"Super","C V Raman Nagar","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner"
3,35000,1460,6,12,"Carpet","Jakkur","Bangalore","Unfurnished","Bachelors",3,"Agent"
3,24000,1464,2,5,"Carpet","Singasandra, Hosur Road","Bangalore","Semi-Furnished","Bachelors/Family",3,"Owner"
2,10000,700,-1,3,"Carpet","Jp Nagar Phase 5, J P Nagar, Outer Ring Road","Bangalore","Semi-Furnished","Bachelors",2,"Owner"
2,16000,680,1,10,"Carpet","Devanahalli","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner"
3,100000,2750,5,9,"Carpet","Prestige Acropolis","Bangalore","Semi-Furnished","Bachelors",4,"Agent"
2,14000,800,0,2,"Super","Vijayanagar","Bangalore","Semi-Furnished","Bachelors/Family",1,"Owner"
2,7500,600,3,4,"Carpet","Karihobanahalli","Bangalore","Unfurnished","Bachelors",1,"Owner"
3,16000,1200,1,4,"Carpet","Gubbalala, Subramanyapura","Bangalore","Unfurnished","Bachelors",3,"Owner"
4,65000,3200,18,19,"Carpet","Kothanur","Bangalore","Semi-Furnished","Bachelors/Family",3,"Agent"
2,18000,1800,1,3,"Super","Hebbal Kempapura","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner"
1,8000,500,2,2,"Super","Frazer Town","Bangalore","Furnished","Bachelors/Family",1,"Owner"
2,11000,1200,0,2,"Super","Kadugondanahalli, Kadugondanahalli","Bangalore","Unfurnished","Bachelors/Family",2,"Owner"
1,8000,750,1,3,"Super","Prakruthi Township, Hennur","Bangalore","Unfurnished","Bachelors/Family",1,"Owner"
1,13000,700,1,5,"Super","GH Society","Bangalore","Semi-Furnished","Bachelors/Family",2,"Owner"
2,30000,1000,12,23,"Carpet","Yeshwantpur","Bangalore","Unfurnished","Bachelors",2,"Agent"
2,14000,800,1,3,"Super","Keshav Puram, Tri Nagar","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
1,20000,200,0,2,"Super","Hauz Khas","Delhi","Furnished","Bachelors",1,"Owner"
3,80000,1800,1,3,"Carpet","South Extension 1","Delhi","Semi-Furnished","Bachelors/Family",3,"Owner"
1,9500,400,2,4,"Carpet","Neb Sarai","Delhi","Unfurnished","Bachelors/Family",1,"Agent"
3,14000,600,2,4,"Carpet","kst chattarpur Apartments","Delhi","Unfurnished","Bachelors",3,"Agent"
3,65000,1550,1,3,"Carpet","Shivalik, Malviya Nagar","Delhi","Semi-Furnished","Bachelors",3,"Agent"
2,18500,650,2,4,"Carpet","Freedom Fighters Enclave","Delhi","Unfurnished","Bachelors",2,"Owner"
2,40000,850,2,4,"Carpet","Amar Colony, Lajpat Nagar","Delhi","Unfurnished","Bachelors/Family",2,"Agent"
4,90000,2000,0,4,"Carpet","Vasant Kunj","Delhi","Unfurnished","Bachelors",4,"Agent"
1,3500,180,0,2,"Super","Ganesh Nagar, Tilak Nagar","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
3,25000,140,0,3,"Carpet","Janakpuri","Delhi","Semi-Furnished","Bachelors",2,"Agent"
1,9000,450,1,4,"Carpet","Sudarshan Park","Delhi","Semi-Furnished","Bachelors/Family",1,"Owner"
3,90000,2500,1,3,"Carpet","New Friends Colony","Delhi","Semi-Furnished","Bachelors/Family",3,"Agent"
1,22000,720,3,3,"Carpet","Shakti Nagar","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
2,12000,400,2,4,"Carpet","kst chattarpur Apartments","Delhi","Unfurnished","Bachelors",1,"Agent"
2,11000,450,1,4,"Carpet","Uttam Nagar","Delhi","Unfurnished","Bachelors",1,"Owner"
1,20000,250,1,1,"Carpet","Nizamuddin East, Nizamuddin","Delhi","Semi-Furnished","Bachelors/Family",1,"Owner"
4,260000,3000,4,4,"Super","Safdarjung Development Area, Hauz Khas","Delhi","Semi-Furnished","Bachelors/Family",5,"Agent"
2,11000,550,3,5,"Carpet","New Ashok Nagar","Delhi","Unfurnished","Bachelors",2,"Agent"
2,10000,450,3,4,"Carpet","Pandav Nagar","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
3,60000,2500,2,3,"Carpet","Saket","Delhi","Unfurnished","Bachelors",3,"Agent"
4,350000,800,1,4,"Super","Green Park","Delhi","Unfurnished","Bachelors/Family",4,"Agent"
2,16000,100,3,3,"Super","Rohini Sector 24","Delhi","Unfurnished","Bachelors",2,"Owner"
1,16000,400,2,3,"Carpet","Subhash Nagar","Delhi","Furnished","Bachelors",1,"Owner"
2,12000,750,1,3,"Carpet","Dwarka Mor","Delhi","Semi-Furnished","Bachelors",2,"Owner"
1,8000,400,1,4,"Carpet","Laxmi Nagar","Delhi","Semi-Furnished","Bachelors/Family",1,"Agent"
3,14000,1100,0,3,"Carpet","Dwarka Mor","Delhi","Semi-Furnished","Bachelors/Family",2,"Agent"
1,14900,450,0,5,"Carpet","Rohini Sector 18","Delhi","Furnished","Bachelors/Family",1,"Owner"
2,15000,850,3,3,"Carpet","Rohini Sector 23","Delhi","Unfurnished","Bachelors/Family",2,"Owner"
3,10000,600,3,4,"Carpet","Laxmi Nagar","Delhi","Semi-Furnished","Bachelors/Family",1,"Agent"
2,40000,750,1,4,"Carpet","New Rajendra Nagar","Delhi","Unfurnished","Bachelors/Family",2,"Agent"
1,9000,500,1,4,"Carpet","Neb Sarai","Delhi","Semi-Furnished","Bachelors",1,"Agent"
1,7000,350,2,4,"Carpet","Laxmi Nagar","Delhi","Semi-Furnished","Bachelors/Family",1,"Agent"
2,13500,623,2,3,"Carpet","Ganesh Nagar, Tilak Nagar","Delhi","Furnished","Bachelors/Family",1,"Owner"
3,95000,2400,3,4,"Carpet","Greater Kailash 2","Delhi","Semi-Furnished","Bachelors",3,"Agent"
1,20000,75,2,4,"Carpet","Malviya Nagar","Delhi","Unfurnished","Bachelors/Family",1,"Agent"
2,7500,450,1,5,"Carpet","Laxmi Nagar","Delhi","Semi-Furnished","Bachelors/Family",1,"Owner"
2,9000,445,4,4,"Carpet","Palam Colony, Palam","Delhi","Unfurnished","Bachelors/Family",2,"Owner"
3,80000,300,1,3,"Carpet","Greater Kailash 2","Delhi","Furnished","Bachelors",3,"Agent"
3,50000,1670,3,4,"Super","Model Town","Delhi","Semi-Furnished","Bachelors/Family",3,"Owner"
1,13000,550,1,4,"Carpet","Saket","Delhi","Semi-Furnished","Bachelors",1,"Agent"
1,12000,350,4,4,"Carpet","Chhattarpur","Delhi","Semi-Furnished","Bachelors",1,"Agent"
2,16000,650,2,4,"Carpet","Chhattarpur","Delhi","Semi-Furnished","Bachelors/Family",2,"Agent"
2,13000,70,1,3,"Super","Vikaspuri","Delhi","Semi-Furnished","Bachelors/Family",1,"Owner"
2,29000,100,1,3,"Carpet","South","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
3,18000,800,2,3,"Super","Hari Nagar Ashram","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
2,8500,60,2,2,"Super","Najafgarh","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
3,27000,2000,1,3,"Carpet","Kohinoor Apartment, Kalkaji Extention","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
2,18000,600,1,4,"Carpet","Arjun Nagar, Safdarjung Enclave","Delhi","Unfurnished","Bachelors/Family",2,"Owner"
1,11500,450,3,4,"Carpet","Bhogal, Jangpura","Delhi","Semi-Furnished","Bachelors",1,"Owner"
2,80000,2200,1,4,"Carpet","Defence Colony","Delhi","Unfurnished","Bachelors",3,"Agent"
2,15500,600,1,4,"Carpet","dwarka sector 8 Raj Nagar extension part 2","Delhi","Unfurnished","Bachelors",2,"Owner"
4,55000,2000,2,4,"Carpet","Dwarka sec 19","Delhi","Semi-Furnished","Bachelors/Family",3,"Agent"
2,20000,800,3,4,"Super","Malviya Nagar","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
3,35000,170,4,4,"Carpet","Chitra Vihar, Swasthya Vihar","Delhi","Unfurnished","Bachelors/Family",2,"Agent"
2,38000,150,0,4,"Carpet","Malviya Nagar","Delhi","Unfurnished","Bachelors/Family",2,"Agent"
2,16000,650,3,4,"Carpet","Freedom Fighters Enclave","Delhi","Unfurnished","Bachelors/Family",2,"Owner"
3,50000,1250,2,4,"Carpet","Chittaranjan Park Block B","Delhi","Semi-Furnished","Bachelors/Family",3,"Agent"
1,9500,600,2,4,"Super","Chhattarpur","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
4,90000,2100,3,3,"Carpet","Kailash hills, East Of Kailash","Delhi","Semi-Furnished","Bachelors/Family",4,"Agent"
1,10000,450,3,4,"Super","Rohini Sector 18","Delhi","Unfurnished","Bachelors",1,"Owner"
2,25000,100,2,4,"Carpet","Lajpat Nagar 1","Delhi","Unfurnished","Bachelors",2,"Owner"
1,30000,650,3,4,"Super","Lajpat Nagar","Delhi","Furnished","Bachelors/Family",1,"Owner"
2,12000,48,1,3,"Super","Rohini Sector 16","Delhi","Unfurnished","Bachelors/Family",2,"Owner"
2,16500,550,4,4,"Carpet","Guru Angad Nagar West, Laxmi Nagar","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
1,4500,240,1,2,"Super","Dilshad Colony","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
2,30000,700,3,3,"Carpet","Vasant Kunj Sector B","Delhi","Semi-Furnished","Bachelors",2,"Owner"
1,12000,48,1,2,"Super","Rohini Sector 11","Delhi","Semi-Furnished","Bachelors/Family",1,"Owner"
2,23000,100,0,3,"Super","Mansarover Garden","Delhi","Unfurnished","Bachelors/Family",2,"Owner"
3,70000,1901,9,11,"Super","Unity the Amaryllis, Karol Bagh","Delhi","Semi-Furnished","Bachelors/Family",3,"Owner"
1,5500,50,1,4,"Carpet","Lado Sarai","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
3,35000,1300,3,4,"Carpet","Dakshini Pitampura","Delhi","Semi-Furnished","Bachelors",3,"Agent"
2,9000,145,1,3,"Super","Palam","Delhi","Unfurnished","Bachelors/Family",2,"Owner"
2,22000,800,2,3,"Carpet","Arjun Nagar, Safdarjung Enclave","Delhi","Unfurnished","Bachelors/Family",3,"Agent"
3,35000,1100,1,3,"Super","Kalkaji Extension","Delhi","Semi-Furnished","Bachelors/Family",4,"Owner"
1,12000,450,2,2,"Super","Dwarka Sector 7","Delhi","Semi-Furnished","Bachelors/Family",1,"Owner"
2,6000,300,3,4,"Carpet","Jhangir Puri","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
2,22000,1040,1,2,"Carpet","Janak Park, Hari Nagar","Delhi","Semi-Furnished","Bachelors",3,"Owner"
1,5000,25,2,5,"Carpet","Ganga Vihar","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
2,20500,900,0,9,"Super","IGNOU Road, Saket","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
2,7500,1100,3,4,"Super","Bijwasan","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
2,5500,380,1,1,"Super","Prem Nagar","Delhi","Unfurnished","Bachelors/Family",2,"Owner"
3,25000,450,2,2,"Carpet","Gandhi Nagar","Delhi","Semi-Furnished","Bachelors",2,"Owner"
1,13000,550,3,4,"Carpet","Lajpat Nagar 4","Delhi","Semi-Furnished","Bachelors",1,"Agent"
1,5000,180,0,3,"Super","Mukherjee Nagar","Delhi","Semi-Furnished","Bachelors/Family",1,"Owner"
3,40000,1650,1,3,"Carpet","Dakshini Pitampura","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
1,12500,250,1,5,"Super","Inder Puri Block A, Inder Puri","Delhi","Furnished","Bachelors/Family",1,"Owner"
1,6000,400,0,5,"Carpet","Raghubir Nagar, Tagore Garden Extension","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
2,15500,900,0,3,"Carpet","Vivek Vihar Phase 2","Delhi","Semi-Furnished","Bachelors/Family",2,"Agent"
3,75000,1900,2,3,"Super","Malviya Nagar","Delhi","Furnished","Bachelors/Family",3,"Owner"
3,36000,892,2,4,"Carpet","Gautam Nagar","Delhi","Unfurnished","Bachelors/Family",2,"Owner"
1,13000,400,0,4,"Carpet","Chhattarpur Enclave","Delhi","Semi-Furnished","Bachelors",1,"Agent"
3,45000,100,1,2,"Carpet","Mandakini Enclave, Alaknanda","Delhi","Unfurnished","Bachelors",2,"Owner"
2,2000,60,1,1,"Super","Ram Nagar","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
2,28000,80,1,5,"Super","Janakpuri","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
2,9000,450,2,4,"Carpet","Laxmi Nagar","Delhi","Semi-Furnished","Bachelors/Family",1,"Agent"
1,12000,520,3,4,"Carpet","Geeta Colony","Delhi","Semi-Furnished","Bachelors/Family",1,"Owner"
1,13000,350,1,5,"Super","Rohini Sector 3","Delhi","Furnished","Bachelors/Family",1,"Owner"
2,11000,600,2,3,"Carpet","Aya Nagar","Delhi","Semi-Furnished","Bachelors",2,"Owner"
3,35000,950,1,4,"Carpet","Karol Bagh","Delhi","Furnished","Bachelors",2,"Agent"
2,10000,450,1,4,"Carpet","Laxmi Nagar","Delhi","Semi-Furnished","Bachelors/Family",1,"Agent"
1,20000,450,1,4,"Carpet","Karol Bagh","Delhi","Semi-Furnished","Bachelors",1,"Agent"
2,25000,850,2,4,"Carpet","Karol Bagh","Delhi","Semi-Furnished","Bachelors",2,"Agent"
1,8000,200,3,4,"Carpet","kst chattarpur Apartments","Delhi","Unfurnished","Bachelors",1,"Agent"
4,150000,3000,1,4,"Carpet","Safdarjung Development Area, Hauz Khas","Delhi","Semi-Furnished","Bachelors/Family",4,"Agent"
3,36000,1500,2,3,"Carpet","Mahendru Enclave, Model Town","Delhi","Semi-Furnished","Bachelors/Family",3,"Owner"
2,12000,700,0,4,"Super","Sultanpur","Delhi","Unfurnished","Bachelors/Family",2,"Owner"
1,8500,530,0,3,"Super","Palam Colony, Palam","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
3,17000,800,2,4,"Carpet","kst chattarpur Apartments","Delhi","Unfurnished","Bachelors",2,"Agent"
1,7500,45,1,5,"Super","Laxmi Nagar","Delhi","Semi-Furnished","Bachelors/Family",1,"Owner"
1,16000,900,3,4,"Super","Kalkaji","Delhi","Furnished","Bachelors/Family",1,"Owner"
1,9000,450,1,4,"Super","Mehrauli","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
2,8000,650,1,4,"Super","Rangpuri","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
2,45000,900,2,4,"Super","Lajpat Nagar 1","Delhi","Furnished","Bachelors/Family",2,"Owner"
2,27000,900,4,4,"Carpet","RWA triveni residents","Delhi","Furnished","Bachelors/Family",2,"Owner"
2,14000,120,1,4,"Super","Dwarka Mor","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
2,14000,600,2,4,"Carpet","kst chattarpur Apartments","Delhi","Unfurnished","Bachelors",2,"Agent"
2,14000,615,2,4,"Carpet","Laxmi Nagar","Delhi","Unfurnished","Bachelors/Family",2,"Owner"
1,7500,225,0,2,"Carpet","Kapi Bagan Basti","Delhi","Semi-Furnished","Bachelors/Family",1,"Owner"
1,10000,800,1,4,"Carpet","Paryavaran Complex, Sainik Farm","Delhi","Unfurnished","Bachelors",1,"Owner"
1,7000,400,4,4,"Carpet","Aya Nagar","Delhi","Semi-Furnished","Bachelors",1,"Owner"
1,25000,800,4,5,"Super","Mukherjee Nagar","Delhi","Furnished","Bachelors/Family",2,"Owner"
2,9000,60,1,3,"Super","Mehrauli","Delhi","Semi-Furnished","Bachelors/Family",1,"Owner"
3,22000,1000,1,24,"Super","Khanpur Extension, Sangam Vihar","Delhi","Unfurnished","Bachelors/Family",2,"Owner"
3,10000,75,4,5,"Super","Sagar Pur","Delhi","Unfurnished","Bachelors/Family",1,"Owner"
3,11000,800,1,4,"Super","Hastsal","Delhi","Unfurnished","Bachelors/Family",2,"Owner"
1,12500,200,3,3,"Super","Kamla Nagar","Delhi","Furnished","Bachelors/Family",1,"Owner"
3,15000,800,2,4,"Carpet","kst chattarpur Apartments","Delhi","Unfurnished","Bachelors",2,"Agent"
2,35000,80,1,3,"Super","Kamla Nagar","Delhi","Unfurnished","Bachelors/Family",2,"Owner"
2,35000,900,2,4,"Super","Lajpat Nagar","Delhi","Unfurnished","Family",2,"Owner"
2,52000,1125,2,5,"Super","Saket","Delhi","Furnished","Bachelors/Family",2,"Owner"
3,15000,900,3,4,"Super","Dwarka Mor","Delhi","Unfurnished","Bachelors/Family",2,"Owner"
2,32000,1100,3,3,"Carpet","Rajouri Garden","Delhi","Unfurnished","Bachelors",2,"Agent"
1,11500,400,2,4,"Carpet","Lajpat Nagar 4","Delhi","Unfurnished","Bachelors/Family",1,"Agent"
3,45000,713,1,1,"Carpet","Prem Nagar, Patel Nagar","Delhi","Furnished","Bachelors/Family",3,"Owner"
2,16000,700,4,4,"Carpet","Shadipur","Delhi","Unfurnished","Bachelors",1,"Agent"
2,20000,1000,2,3,"Carpet","Krishna Nagar Block D","Delhi","Semi-Furnished","Bachelors/Family",2,"Owner"
1,7000,54,3,5,"Super","Nawada","Delhi","Semi-Furnished","Bachelors/Family",1,"Owner"
